Date,Open,High,Low,Close,Adj Close,Volume
2019-01-28,53.02,53.470001,52.84,53.439999,46.221767,5413400
2019-01-29,53.349998,53.700001,52.540001,52.610001,45.503887,4070300
2019-01-30,52.529999,53.220001,51.959999,52.529999,45.434685,4982300
2019-01-31,52.23,52.380001,51.75,52.32,45.253056,4248800
2019-02-01,52.349998,52.73,52.23,52.619999,45.512527,4559100
2019-02-04,52.700001,52.700001,52.25,52.380001,45.304955,4274100
2019-02-05,52.5,52.75,52.220001,52.619999,45.512527,3436900
2019-02-06,52.419998,52.68,52.099998,52.32,45.253056,3441600
2019-02-07,52.299999,52.599998,51.66,52.110001,45.071419,3872700
2019-02-08,51.779999,52.040001,51.189999,51.830002,44.829239,3875500
2019-02-11,52.0,52.110001,51.709999,52.009998,44.984924,3357100
2019-02-12,52.529999,53.07,52.52,52.84,45.702816,4413600
2019-02-13,52.959999,53.110001,52.41,52.43,45.348194,4137200
2019-02-14,52.130001,52.130001,50.990002,51.77,44.77734,3380300
2019-02-15,52.119999,52.990002,52.080002,52.990002,45.832558,4363500
2019-02-19,52.669998,53.16,52.360001,52.990002,45.832558,3764800
2019-02-20,53.0,53.380001,52.599998,53.32,46.117981,4553400
2019-02-21,53.169998,53.349998,52.810001,52.950001,45.797958,2842300
2019-02-22,53.150002,53.330002,52.830002,53.220001,46.031494,2950400
2019-02-25,53.360001,53.66,52.900002,52.93,45.780663,4423700
2019-02-26,52.869999,53.389999,52.66,53.040001,45.875801,3504500
2019-02-27,53.040001,53.110001,52.68,52.75,45.624985,3512900
2019-02-28,52.799999,53.0,52.360001,52.48,45.391441,4571900
2019-03-01,52.810001,53.299999,52.400002,52.689999,45.573071,4238000
2019-03-04,52.84,53.41,51.599998,51.91,44.898441,3883300
2019-03-05,51.82,52.830002,51.59,52.650002,45.53849,4956900
2019-03-06,52.650002,52.790001,52.060001,52.060001,45.028168,3774000
2019-03-07,51.830002,51.849998,51.110001,51.23,44.310276,4315600
2019-03-08,50.830002,51.52,50.650002,51.48,44.526512,3135800
2019-03-11,51.759998,52.0,51.490002,51.830002,44.829239,3509700
2019-03-12,52.0,52.150002,51.849998,51.91,44.898441,3980200
2019-03-13,52.18,52.610001,51.84,52.439999,45.356838,4131600
2019-03-14,52.34,52.889999,52.259998,52.759998,45.633629,3949300
2019-03-15,52.549999,53.209999,52.439999,53.119999,45.944988,9613000
2019-03-18,53.48,54.169998,53.290001,53.98,46.688835,3345600
2019-03-19,54.18,54.27,53.09,53.119999,45.944988,4103100
2019-03-20,52.98,53.0,51.91,51.98,44.958977,4059200
2019-03-21,51.599998,52.049999,51.009998,51.889999,44.881134,4643100
2019-03-22,51.48,51.580002,49.869999,50.5,43.678883,5566900
2019-03-25,50.490002,51.02,50.02,50.279999,43.488602,2751600
2019-03-26,50.66,50.990002,50.259998,50.84,43.972961,3642900
2019-03-27,50.759998,50.869999,49.889999,50.099998,43.332912,7443100
2019-03-28,50.27,50.599998,50.040001,50.389999,43.583748,3814100
2019-03-29,50.720001,50.950001,50.32,50.43,43.61834,4933000
